"Message",Normal,"Embedded manifest in Microsoft.Xaml.Interactivity: Microsoft.Xaml.Interactivity.Properties.Microsoft.Xaml.Interactivity.rd.xml"
"Message",Normal,"Embedded manifest in SortedObservableCollection: SortedObservableCollection.Properties.SortedObservableCollection.rd.xml"
"Message",Normal,"Newtonsoft.Json"
"Message",Normal,"Imported XAML Roots from 2 files:"
"Message",Normal,"E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\in\VirtualBT.xr.xml"
"Message",Normal,"E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\in\Template10Library\Template10Library.xr.xml"
"Message",Normal,"Running 'Mcg' transform, heap at 294 MB."
"Message",High,"Computing application closure and generating interop code"
"Message",Normal,"  List of .lib files:"
"Message",Normal,"      WindowsApp.lib"
"Message",Normal,"      winsqlite3.lib"
"Message",Normal,"  List of .lib search paths:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86"
"Message",Normal,"  Loading exports from libs..."
"Message",Normal,"      4801 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"      268 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\winsqlite3.lib'."
"Message",High,"  Loading 87 modules..."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'api-ms-win-core-errorhandling-l1-1-0.dll!GetLastError' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'api-ms-win-core-winrt-l1-1-0.dll!RoInitialize' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!IsValidLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!ResolveLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!GetCPInfoExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'api-ms-win-core-com-l1-1-0.dll!CoCreateInstance' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke '#6' resolved to 'oleaut32.dll!#6' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 287 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Users\alisa\.nuget\packages\microsoft.net.native.compiler\1.6.2\tools\x86\ilc\csc\csc.exe /noconfig @""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\VirtualBT.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 288 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 288 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 312 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 327 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 229 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 256 MB."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'AttributeCollection.GetDefaultAttribute(Type)' will always throw an exception due to the missing method 'TypeInfo.GetField(string, BindingFlags)'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'ReflectTypeDescriptionProvider.CreateInstance(Type, Type)' will always throw an exception due to the missing method 'TypeInfo.GetConstructor(Type[])'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'ReflectTypeDescriptionProvider.SearchIntrinsicTable(Hashtable, Type)' will always throw an exception due to the missing method 'TypeInfo.IsAssignableFrom(Type)'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'TypeDescriptor.CheckDefaultProvider(Type)' will always throw an exception due to the missing method 'TypeInfo.IsAssignableFrom(Type)'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'TypeDescriptor.Refresh(Type)' will always throw an exception due to the missing method 'TypeInfo.IsAssignableFrom(Type)'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'ReflectTypeDescriptionProvider.ReflectedTypeData.GetAttributes()' will always throw an exception due to the missing method 'TypeInfo.GetInterfaces()'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'ReflectTypeDescriptionProvider.ReflectedTypeData.GetConverter(object)' will always throw an exception due to the missing method 'TypeInfo.IsAssignableFrom(Type)'. There may have been a missing assembly."
"Warning",,0,0,"ILTransform : warning ILT0003: Method 'TypeDescriptor.TypeDescriptionNode.GetTypeDescriptor(Type, object)' will always throw an exception due to the missing method 'TypeInfo.IsInstanceOfType(object)'. There may have been a missing assembly."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 311 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 338 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 196 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 204 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 204 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 206 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 211 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 212 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 220 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 231 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 231 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 231 MB."
"Message",Normal,"Running 'GetType' transform, heap at 232 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 233 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 234 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 234 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 239 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 239 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 254 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 254 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 254 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 254 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 264 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 268 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 296 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 296 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 296 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 361 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 363 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 367 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 367 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 367 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 373 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 373 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 319 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  5931 |        155 | Analysis"
"Message",Normal,"  2712 |          1 | GenerateCodeAndCompile"
"Message",Normal,"  1500 |        -54 | Reducer"
"Message",Normal,"  1074 |        102 | WriteAssemblies"
"Message",Normal,"   924 |         -7 | Mcg"
"Message",Normal,"   699 |       -142 | ReducedCopyCleanup"
"Message",Normal,"   454 |         65 | CreateMetadata"
"Message",Normal,"   317 |         24 | ReducedCopyInitialize"
"Message",Normal,"   262 |        -98 | ReducedCopyPopulateTypes"
"Message",Normal,"   235 |         55 | ReducedCopyMethodBodies"
"Message",Normal,"   189 |         27 | ReducedCopyComplete"
"Message",Normal,"   111 |         27 | ReducedCopyLateMetadata"
"Message",Normal,"   108 |         28 | LazyGenerics"
"Message",Normal,"   102 |         15 | StaticInitData"
"Message",Normal,"    85 |          5 | McgRedirect"
"Message",Normal,"    83 |          8 | McgTypeOf"
"Message",Normal,"    61 |         15 | ReducedCopyEmptyTypes"
"Message",Normal,"    45 |          1 | McgRedirect"
"Message",Normal,"    41 |          5 | TypeofTypeHandle"
"Message",Normal,"    35 |         11 | ExceptionMiniaturizer"
"Message",Normal,"    35 |          4 | DelegateCtorCall"
"Message",Normal,"    33 |         10 | Delegate"
"Message",Normal,"    23 |          2 | SaveRVAStatics"
"Message",Normal,"    14 |          4 | ReflectionInvoke"
"Message",Normal,"    14 |          1 | McgFixups"
"Message",Normal,"    13 |          1 | GetType"
"Message",Normal,"    13 |          2 | McgAccessor"
"Message",Normal,"    11 |          6 | ReflectionMappingInfoEmit"
"Message",Normal,"    11 |          0 | ScrubOpenCalls"
"Message",Normal,"    11 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     8 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     8 |          0 | StartupCodeInjector"
"Message",Normal,"     6 |          8 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     6 |          0 | ValueType"
"Message",Normal,"     3 |          0 | EventSource"
"Message",Normal,"     3 |          1 | Attribute"
"Message",Normal,"     2 |          0 | DumpNativeResources"
"Message",Normal,"     2 |          0 | ResourceManagerCtor"
"Message",Normal,"     1 |          0 | ComImportDetector"
"Message",Normal,"     1 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | InjectAppContextSwitches"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Users\alisa\.nuget\packages\microsoft.net.native.compiler\1.6.2\tools\x86\ilc\Tools\nutc_driver.exe @""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.6.25221.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 17131 methods."
"Message",Low,"Scanning 5528 methods."
"Message",Low,"Scanning 3353 methods."
"Message",Low,"Scanning 1789 methods."
"Message",Low,"Scanning 3526 methods."
"Message",Low,"Scanning 1944 methods."
"Message",Low,"Scanning 707 methods."
"Message",Low,"Scanning 733 methods."
"Message",Low,"Scanning 724 methods."
"Message",Low,"Scanning 699 methods."
"Message",Low,"Scanning 442 methods."
"Message",Low,"Scanning 342 methods."
"Message",Low,"Scanning 104 methods."
"Message",Low,"Scanning 61 methods."
"Message",Low,"Scanning 16 methods."
"Message",Low,"Scanning 35 methods."
"Message",Low,"Scanning 28 methods."
"Message",Low,"Scanning 19 methods."
"Message",Low,"Scanning 9 methods."
"Message",Low,"Scanning 7 methods."
"Message",Low,"Scanning 1 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 37198 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Compiling 4 methods."
"Message",Low,"Compiling 31 methods."
"Message",Low,"Compiling 2 methods."
"Message",Low,"Successfully generated 'E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.mdilexe'"
"Message",Low,"Successfully generated 'E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.mdilpdb'"
"Message",Normal,"'C:\Users\alisa\.nuget\packages\microsoft.net.native.compiler\1.6.2\tools\x86\ilc\Tools\nutc_driver.exe @""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |    12282 |    12282 |    12266 |    12282 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       12282 ms"
"Message",Normal,"System time per command: 12282 ms"
"Message",Normal,"Total duration:          12266 ms"
"Message",Normal,"Total lifetime:          12282 ms"
"Message",Normal,"Requested DOP:           24"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       15 |       15 |       15 |       15 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       15 ms"
"Message",Normal,"System time per command: 15 ms"
"Message",Normal,"Total duration:          15 ms"
"Message",Normal,"Total lifetime:          15 ms"
"Message",Normal,"Requested DOP:           24"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\ILTransformed\VirtualBT.res' at offset 0."
"Message",Normal," Added 'E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1428."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Users\alisa\.nuget\packages\microsoft.net.native.compiler\1.6.2\tools\x86\ilc\Tools\rhbind.exe @""E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\rhbindargs.VirtualBT.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.mdilexe"
"Message",Low,"MDILPDB: E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.mdilpdb"
"Message",Low,"IL: E:\GitHub\VirtualBT\BluetoothLEExplorer\BluetoothLEExplorer\obj\x86\Release\ilc\intermediate\MDIL\VirtualBT.ilexe"
